SatzID	Verb	Satz	Annotator A	Annotator B	Annotator C	Annotator D	Annotator E	Annotator F	Annotator G	Annotator H	Annotator I	
tueba-s96937-5	lieben	Man sollte meinen, das sei eigentlich kein Problem, denn die Engländer sind schließlich als Hundenarren bekannt, sie halten sich Hunde, sie lieben Hunde, sie shampoonieren Hunde, sie bestatten Hunde und so weiter und so fort.	77499	*	*	*	*	77485	77499	*	*	
tueba-s98573-0	mögen	Denn die Sportstätte, die die Hamburger ohnehin nie gemocht haben, soll für 160 Millionen Mark zu einem Schmuckstück umgebaut werden.	78741	*	*	*	*	78741	*	*	*	
tueba-s99281-1	verwenden	Da sieht man sofort, wie der Wunsch, echte Holzoberflächen statt einfachem Folienimitat zu verwenden, die Rechnung augenblicklich um mehrere tausend Mark nach oben treibt.	77245	*	*	*	*	77245	*	*	*	
tueba-s99434-2	lassen	Gefehlt, die Frage, wie sich deutsches Denken nach vollendeter Reichseinheit zwischen die Zahlen 1871 und 1914 intervallschachteln läßt, wird in Wien vorerst nicht weiter verfolgt.	*	*	*	*	*	76258	76258	*	*	
tueba-s99532-0	geben	' Es gibt dieses wohlmeinende, aber realitätsferne und deshalb nicht tragfähige Bild von den Fremden', sagt Schulz.	74296	*	*	*	*	74296	*	*	*	
tueba-s99590-1	bleiben	Doch der öffentliche Austausch taktischer Erklärungen blieb bis gestern die einzige größere Bewegung im französischen Luftverkehr, während 75 Prozent der mit überdimensionierten Fußballern aus aller Welt bemalten Maschinen des' offiziellen WM-Transporteurs' weiterhin am Boden blieben.	73621	*	*	*	*	73621	*	*	*	
tueba-s99747-0	brauchen	' Die tiefe Spaltung des Landes in einzelne Lager wie links und recht, religiös und weltlich, und daß die israelische Gesellschaft wegen dieser inneren Zerissenheit ein Feindbild wie die Palästinenser braucht.	*	*	*	*	*	73621	73621	*	*	
tueba-s99870-3	finden	Zur Debatte um ein schärferes Vorgehen gegen Milosevic schreibt die römische Zeitung' Il Messaggero': Um das Feuer im Kosovo zu löschen, hat Europa nichts Besseres gefunden als die eine oder andere Wirtschaftssanktion gegen Belgrad.	*	*	*	*	*	76258	76258	*	*	
tueba-s100347-0	wohnen	In seiner Wohnung wohnt er mit seinem 81jährigen Vater zusammen.	74296	*	*	*	*	74296	*	*	*	
tueba-s100358-2	erstellen	Für den Privatgebrauch brennt Alfred CDs, stellt Seiten ins Internet, erstellt Computergraphiken oder macht Übersetzungen.	74296	*	*	*	*	74296	*	*	*	
tueba-s100709-2	sagen	Aber das reichte: Prompt wurden sämtliche Güterverkehre,' die Apfelsinenkisten aus Spanien', sagt Vollmer,' eben alles' nach Skandinavien statt wie bisher via Puttgarden über den Großen Belt abgewickelt.	76258	*	*	*	*	76258	*	*	*	
tueba-s100990-3	lassen	Die gemäßigte Strategie scheiterte 1980, als die Partner der BJS, die ihr ihre Verbindungen zum RSS vorwarfen, die Janata Party auseinanderbrechen ließen.	*	*	*	*	*	77485	77499	*	*	
tueba-s101310-3	machen	Doch als die Fanatiker der' ethnischen Säuberung' das Dorf aufsuchen und die Muslime mit Gewalt dazu zwingen,' zu sich nach Pakistan' zu gehen und den Sikhs Platz zu machen, die aus der anderen Hälfte des nunmehr geteilten Punjab verjagt worden sind, nimmt die Geschichte eine schreckliche Wendung.	73621	*	*	*	*	73621	*	*	*	
tueba-s101437-3	finden	Zwar wird der frühere Menschenhandel verurteilt, aber was unter unseren Augen geschieht, findet keine Erwähnung.'	74296	*	*	*	*	74296	*	*	*	
tueba-s101485-0	behaupten	Trotzdem behauptet sie, anständig ernährt worden zu sein.	73621	*	*	*	*	73621	*	*	*	
tueba-s101531-0	nutzen	Jedes Jahr nutzt sie diese Gelegenheit und begleitet den ein oder anderen Jugendlichen in sein Heimatland zurück, weil für ihn die Immigration nach Frankreich in einem Sklavendasein mündete.	77485	*	*	*	*	77485	*	*	*	
tueba-s102088-0	machen	Wally Gilbert, ein Theoretischer Physiker, der ebenfalls diesen Schritt machte und später den Nobelpreis bekam, war formal mein Begleiter.	77485	*	77485	*	*	77485	*	*	*	
tueba-s102122-1	lieben	Schreiben Sie, ich liebe das Streben, die Welt zu verstehen, und ich hasse den Szientismus, diese Tendenz, alles zum Objekt zu machen.	73621	*	*	*	*	73621	*	*	*	
tueba-s102757-1	finden	Denn die Rezession, in der sich das Reich der aufgehenden Sonne gefangen findet, hat nichts Überraschendes.	*	*	*	*	*	129218	129218	*	*	
tueba-s102882-2	bleiben	Der Aufnahmeleiter war begeistert über die authentische Videothek und befand, daß' alles unbedingt so muddelig bleiben muß'.	77499	*	*	*	*	77499	*	*	*	
tueba-s103349-1	finden	Zwei Tagesreisen südlich der Krisenregion an der Grenze, auf der Ferieninsel Bubaque südwestlich der Hauptstadt Bissau, haben bereits Hunderte Senegalesen eine neue Heimat gefunden.	77485	*	*	*	*	77485	*	*	*	
tueba-s103499-0	zahlen	Das Atomkraftwerk alleine zahlt zwischen 10 und 15 Millionen Mark Gewerbesteuer.	76258	*	*	*	*	76258	*	*	*	
tueba-s103745-1	ändern	Daniel: Jesus, manchmal muß man das aber einfach ändern!	76258	*	76258	*	*	76258	*	*	*	
tueba-s104755-0	geben	Aber es gab Schlimmeres in den 80ern: extrem aufgetuffte Frisuren und keine Handys.	129218	*	*	*	*	76258	*	*	*	
tueba-s2619-3	nutzen	Busch erklärte gleichzeitig, es sei' völlig ausgeschlossen', daß das geräumte Gelände im Süden des Flughafens für den Bau der umstrittenen neuen Landebahn genutzt werden könne.	74296	*	*	*	*	74296	*	*	*	
tueba-s3827-0	scheinen	Es scheint nur darum zu gehen, daß die CDU nicht zu viele Stimmen verliert und die SPD nicht zu stark zulegt.	89970	*	73680	*	*	*	*	*	*	
tueba-s5740-0	kaufen	Gekauft haben den Butterfinger aber nur Blinde und Analphabeten.	89970	*	1	*	*	*	73680	*	*	
tueba-s8121-1	ermöglichen	Im Rahmen der geplanten Stärkung der Rolle der Hausärzte will Ministerin Andrea Fischer( Bündnis 90/ Grüne) den Krankenkassen ermöglichen, Patienten finanzielle Anreize für den Hausarztbesuch zu gewähren.	77485	*	77485	*	*	*	*	*	*	
tueba-s8599-2	nutzen	Klar, daß die abtrünnigen Autoren Karen Duve, Christoph Peters und Marcus Braun jetzt behaupten, die kleinen Verlage hätten ihnen nicht viel genutzt.	78959	*	78960	*	*	*	78960	*	*	
tueba-s8986-0	scheinen	Lange Zeit schien es, als würde die Polizeistrategie, die Demo ohne Spalier laufen zu lassen, aufgehen.	*	*	89969	*	*	*	89969	*	*	
tueba-s10232-0	scheinen	Wichtiger scheint mir, die Wirtschaft anzukurbeln und den maroden Staatsaufbau mit bebensicheren Pfeilern zu versehen.	89970	*	73680	*	*	*	*	*	*	
tueba-s10324-0	scheinen	Gegen seine leiernden, an irische Folklore erinnernden Songs scheint sich die Sprache Hölderlins zu wehren.	77454	*	74518	*	*	*	*	*	*	
tueba-s11158-4	lernen	Sie haben noch keine Konsequenzen gezogen und sind daher frei, situationsabhängig und konsequenzenlos, pragmatisch, opportunistisch und reinen Gewissens zu lernen, was jeweils zu lernen ist.	73680	*	*	*	*	*	73680	*	*	
tueba-s11178-1	lernen	Wer lernt, und zwar in jeder Situation lernt, das heißt nicht nur gelernt hat, ist kalt.	76229	*	*	*	*	*	76229	*	*	
tueba-s11181-1	lernen	Und er treibt die Nato zur Verzweiflung, weil er täglich neu lernt und bereits aus den ersten Bomben gelernt hat, daß er den Krieg politisch gewonnen hat, sosehr er ihn auch militärisch verlieren mag.	89970	*	*	*	*	*	73646	*	*	
tueba-s11358-0	scheinen	Ähnlich kryptisch scheint auch, was von Plogs Botschaft in den Ohren der verehrten Kollegen hängenblieb.	82329	*	*	*	*	*	82329	*	*	
tueba-s12540-4	sagen	Es ist ein Heimspiel: Wenn Halfod für Labour verlorenginge, dann würden die Fernsehsender ihre Programme unterbrechen, sagt einer ihrer Wahlhelfer.	83526	*	*	*	*	*	83526	*	*	
tueba-s13350-0	scheinen	Das Auseinanderstreben der Teile scheint ihnen interessanter zu sein als deren Zusammengehen.	78687	*	*	*	*	*	78962	*	*	
tueba-s15252-1	nutzen	Einige werden auch von anderen Schulen als Zweigstellen genutzt.	76087	*	*	*	*	*	82764	*	*	
tueba-s16678-0	nutzen	Rund 2000 Menschen nutzten das Winternotprogramm für Obdachlose	78334	*	*	*	*	*	77245	*	*	
tueba-s17494-2	nutzen	Als Audi vor wenigen Jahren die neue Gruppenarbeit einführte, verlangte der Vorsitzende des Gesamtbetriebsrates von Audi, daß die' Kreativität des einzelnen wieder genutzt wird'.	78334	*	*	*	*	*	77229	*	*	
tueba-s18452-2	mögen	' Leute, die glauben, sie mögen keinen HipHop, mögen unsere Musik.	77422	*	*	*	*	*	77422	*	*	
tueba-s18880-1	sagen	' Wir haben im Moment keine konkreten Erkenntnisse über Gewalt', sagte Landesschutzpolizeidirektor Gernot Piestert im Interview mit der taz.	77245	*	*	*	*	*	77245	*	*	
tueba-s23139-2	kaufen	Um seine Diversifizierung außerhalb des Schiffbaus fortzusetzen, wollte die Bremer Vulkan 74,5 Prozent der Anteile an KAE von der Krupp GmbH kaufen.	82842	*	*	*	*	*	82842	*	*	
tueba-s23505-2	kaufen	Der rumänische Normalbürger war belesen und stand Schlange nicht nur für Milch und Fleisch, sondern auch, um Marin Predas Bücher zu kaufen.	77229	*	*	*	*	*	78334	*	*	
tueba-s28068-1	nutzen	Der Fahrdienst wird bislang intensiv genutzt, meist von Rollstuhlfahrern ohne eigenen PKW.	82307	*	*	*	*	*	77891	*	*	
tueba-s29598-1	lernen	Und noch eins: Du mußt Russisch lernen...'	77245	*	*	*	*	*	77245	*	*	
tueba-s29775-0	kaufen	Camorristische Gangs kaufen Kinder, vor allem von' Nomaden' aus dem ehemaligen Ostblock, die sie zu Taschendieben und Straßenräubern ausbilden und außerhalb der' Arbeitszeit' oft unter sklavenähnlichen Bedingungen in abgeschlossenen Verliesen, Erdhöhlen oder Hinterzimmern festhalten.	77553	*	*	*	*	*	82307	*	*	
tueba-s31096-0	nutzen	Auch der zweite Aufsteiger, der Wuppertaler SV nutzte den Schwung der ersten Woche.	73646	*	*	*	*	*	73646	*	*	
tueba-s34473-2	nutzen	Kinkel forderte, die Verhinderer müßten die nächsten Wochen' als Denkpause' nutzen.	83406	*	*	*	*	*	83406	*	*	
tueba-s35012-2	sagen	Die zuständige Fachabteilung im Werk habe erst am Donnerstag davon erfahren, sagte Schönfeld.	75583	*	*	*	*	*	87005	*	*	
tueba-s35832-0	mögen	Schlicht alles, was wir mögen, wird in Gefühlsszenarien übersetzt.	77698	*	*	*	*	*	77698	*	*	
tueba-s35841-2	kaufen	Die verbrauchsfertige Welt läßt sich eben nicht erfahren, sondern nur kaufen und konsumieren', schreibt die Erziehungswissenschaftlerin Marianne Gronemeyer skeptisch über die Glücksproduzenten.	85725	*	*	*	*	*	85725	*	*	
tueba-s36754-4	sagen	Wer sich auf diesen Konfliktverlauf einläßt, der muß Partei ergreifen: Der muß sagen, wie er zum Fortschrittsmodell steht, das hier stillschweigend zugrunde liegt und das in seiner radikalen Marktförmigkeit ein Modell der Gewinner auf Kosten der Verlierer ist.	73584	*	*	*	*	*	74626	*	*	
tueba-s37322-2	nutzen	Seit rund sechs Jahren verfeinert man hier die technischen Möglichkeiten und entwickelt Lösungen, die Systeme für verschiedene Disziplinen zu nutzen.	78334	*	*	*	*	*	77245	*	*	
tueba-s39443-4	kaufen	Seit 1991 ist sie nicht mehr erneuert worden, was bedeutet, daß seitdem niemand Unterwäsche oder Damenbinden, Laken oder Hemden, Schuhe oder Hosen gekauft hat.	83526	*	*	*	*	*	83526	*	*	
tueba-s39599-2	nutzen	Ein Sprecher der Nazigruppe' Dänische Nationalsozialistische Bewegung', kündigte an, man werde die Sendelizenz zur Verbreitung' deutlich rassistischer Botschaften' nutzen.	82842	*	*	*	*	*	82842	*	*	
tueba-s39846-0	scheinen	Der Rahmen der ägyptischen Veranstaltung scheint zu passen.	75583	*	*	*	*	*	87005	*	*	
tueba-s40726-2	sagen	' Dann zeigte er mir seine Stechkarte, und ich war wütend', sagte der Vater.	77245	*	*	*	*	*	77245	*	*	
tueba-s41335-2	sagen	' Dafür würden wir gerne Spenden entgegennehmen', sagt Küchler.	85725	*	*	*	*	*	85725	*	*	
tueba-s45808-3	nutzen	' Die Menschen vor Ort sollen allein das Recht haben zu entscheiden, ob sie die Wälder forstwirtschaftlich nutzen', fordert Meyer.	77891	*	*	*	*	*	77891	*	*	
tueba-s45909-2	sagen	Die Volksabstimmung vom Sonntag über die Amtszeit von Präsident Saddam Hussein sei nur der erste Schritt zur demokratischen Legitimität gewesen, sagte Asis.	129655	*	*	*	*	*	129655	*	*	
tueba-s47535-0	nutzen	Da sogar das CDU-geführte Wirtschaftsressort dieses Schlupfloch nutzen will, wird man vom Sozialressort nichts anderes verlangen können.	77245	*	*	*	*	*	77245	*	*	
tueba-s52172-2	scheinen	Denn der gut gespielte Kraft-Pop hadert mit dem, wonach die Kämpfer am meisten zu streben scheinen: Leichtigkeit.	78962	*	*	*	*	*	78962	*	*	
tueba-s53951-2	kaufen	Man hat die finanziellen Mittel, ein Instrument zu lernen und sich vielleicht auch eines zu kaufen.	77379	*	*	*	*	*	77379	*	*	
tueba-s56792-2	sagen	' Wenn man die Zukunft Europas baut, ist die Kultur eine ebenso starke Basis wie der Euro', sagte der Senator.	77553	*	*	*	*	*	77553	*	*	
tueba-s58043-1	sagen	Istanbul( taz)-' Die bewaffneten Banden sind an der Macht', sagte der Vorsitzende des Gewerkschaftverbandes DISK, nachdem türkische Polizisten den Hauptsitz des privaten Fernsehsenders Flash TV gestürmt und den Sender zum Schweigen gebracht hatten.	82751	*	*	*	*	*	82751	*	*	
tueba-s58092-1	beginnen	Morgen nach der Vereidigung der Abgeordneten werden die Möchtegern-Tory-Chefs mit der Stimmwerbung beginnen.	85725	*	*	*	*	*	85725	*	*	
tueba-s59184-0	scheinen	Denn während eines Wimbledon-Regentages scheint sich niemand aufzuregen.	78960	*	*	*	*	*	78960	*	*	
tueba-s59778-1	lernen	Von der könnte sie sogar noch etwas lernen: Professionalität.	78519	*	*	*	*	*	85607	*	*	
tueba-s59843-3	lernen	Ullrich, der mit neun Jahren sein erstes Rennen bestritt, paßte sich perfekt an, tat bis zuletzt keinen Pedaltritt ohne Genehmigung seines Chefs, lernte aber gleichzeitig schnell, sein Licht nicht unter den Scheffel zu stellen.	78334	*	*	*	*	*	77245	*	*	
tueba-s61807-0	nutzen	Nach Angaben der Börsenhändler in Frankfurt nutzten vor allem Kleinanleger die gefallenen Kurse, um vermeintlich billige Aktien zu kaufen.	85725	*	*	*	*	*	85725	*	*	
tueba-s62547-2	scheinen	Um so bestürzter ist man, daß der Weltgeist in Dortmund nicht so richtig mitzuziehen scheint.	75583	*	*	*	*	*	85607	*	*	
tueba-s66591-3	scheinen	Es sind zwei Wetterfrösche, je nachdem, wer von den beiden hinausschaut, regnet 's oder scheint die Sonne.	87005	*	*	*	*	*	87005	*	*	
tueba-s66676-3	sagen	Bernd Köppl, der zu der Berliner 'Aufbruch'-Gruppe zählt, betonte, daß die Bedingungen für Rot-Grün heute sehr viel günstiger als noch vor vier Jahren seien: Die SPD, sagte er begeistert, habe sich in der Opposition verändert, um der AL Stimmen abzujagen, und sei mit einem sehr fortschrittlichen Wahlprogramm angetreten, weil sie an den Machtwechsel selbst nicht geglaubt habe:	89969	*	*	*	*	*	89969	*	*	
tueba-s67816-1	lernen	So kam es, daß der müde, dahinwelkende Baal in seiner Bitterkeit lernte, daß kein Reich absolut, kein Sieg vollständig ist.	73312	*	*	*	*	*	73312	*	*	
tueba-s71068-0	scheinen	Mir scheint eher, daß Sie wie Cioran nicht faszinieren, nicht romantisieren wollen, sondern eher an der Einübung in Entfaszination interessiert sind?	76087	*	*	*	*	*	82764	*	*	
tueba-s72000-1	sagen	' Das deckt sich mit unserer Vorstellung', sagte gestern Bewag-Sprecher Möller.	77245	*	*	*	*	*	77245	*	*	
tueba-s73072-0	nutzen	Die Bewohner der Stadt nutzten ein kurzes Abflauen der Gefechte gestern morgen, um einzukaufen und sich in Plastikkanistern Wasser von öffentlichen Hähnen der Kanalisation zu holen.	77273	*	*	*	*	*	77273	*	*	
tueba-s73572-3	lernen	Bei den meisten Filmen ist der Ton schlecht, das Bild zu hell oder zu dunkel, die Schnitte stimmen nicht- aber das kann man ja lernen.	82764	*	*	*	*	*	82764	*	*	
tueba-s73914-1	scheinen	' Schön langsam?' fragt er und scheint verstanden zu haben.	89970	*	*	*	*	*	89969	*	*	
tueba-s75795-0	nutzen	Nicht daß dieser Appell etwas genutzt hätte, doch spätestens, seit er verfaßt wurde, so vermuten die Buch-Autoren, stand Mercado auf der Abschußliste der Fellhändler, die nach Recherchen vor Ort eng mit der Rauschgiftmafia Boliviens und Paraguays zusammenarbeiten.	77245	*	*	*	*	*	77245	*	*	
tueba-s76142-1	kaufen	' Sie können sich kein neues Image kaufen.	77698	*	*	*	*	*	77698	*	*	
tueba-s76752-1	nutzen	Gleichzeitig kritisieren die Graswurzelaktivisten, daß die Pensionsfonds die Situation nicht genutzt haben, um noch weitgehendere Zugeständnisse zu erstreiten.	78334	*	*	*	*	*	77245	*	*	
tueba-s77031-1	lernen	' Sie sollen lernen, die öffentliche Moral zu achten und die staatliche Ordnung nicht zu stören.'	82307	*	*	*	*	*	82307	*	*	
tueba-s78679-3	sagen	' Spätestens ab nachmittags ist man schon gar nicht mehr in der Lage, noch zu registrieren, was für ein Kunde da eigentlich vor einem steht', sagt Petra Altwilisch,' ich funktioniere dann eigentlich nur noch wie eine Maschine.'	82329	*	*	*	*	*	82329	*	*	
tueba-s78768-1	glauben	Eindeutiges Ergebnis dieser Tagung: die Historiker beider Parteien sind sich näher als sie glaubten.	77245	*	*	*	*	*	77245	*	*	
tueba-s79156-0	nutzen	Ingrid Strobl nutzte ihr Schlußwort zu einer Anklage gegen eine Gesellschaft, die mit zweierlei Maß mißt.	75583	*	*	*	*	*	85607	*	*	
tueba-s79182-5	kaufen	Schlampigkeiten bei der Überwachung des sogenannten' Weckerprogramms' des Bundeskriminalamtes konnten nicht ausgeräumt werden, die entscheidende Zeugin im Uhrengeschäft Wempe, wo Ingrid Strobl den Wecker, der später bei dem Lufthansa-Anschlag benutzt wurde, gekauft haben soll, mußte zugeben, daß sie anfangs eine andere Frau als Käuferin identifiziert hatte- eine Panne, die das BKA später durch eine gezielte Gegenüberstellung mit Ingrid Strobl auszubügeln versuchte.	145239	*	*	*	*	*	83406	*	*	
tueba-s79433-0	scheinen	Seinen Freunden scheint er zu glauben.	78962	*	*	*	*	*	82842	*	*	
tueba-s79621-0	scheinen	Und obwohl es nicht so scheint, ich bin eigentlich ein ganz optimistischer Mensch, und ich will, daß das auch in der Musik deutlich wird.	77245	*	*	*	*	*	77245	*	*	
tueba-s81160-1	nutzen	In den Einbahnstraßen, seien sie nun echt oder unecht, rechtswidrig oder rechtmäßig genutzt, wird er den Radfahrern ganz unmittelbar entgegenkommen und die frontale Begegnung mit ihnen suchen.	73646	*	*	*	*	*	73646	*	*	
tueba-s82852-3	nutzen	Während überall auf der Welt die Todesstrafe in Frage gestellt wird, wird sie in China wieder zu einem Regierungsinstrument und als abschreckendes Beispiel genutzt.	85725	*	*	*	*	*	85725	*	*	
tueba-s84139-0	kaufen	Zum anderen kaufen sie ganze Häuser und üben auf unterschiedliche Weise Druck auf die Mieter aus, damit sie ausziehen.	73680	*	*	*	*	*	73680	*	*	
tueba-s89037-2	nutzen	Das sei am Druck der Staatsregierung gescheitert, die die' Arbeitslosigkeit in der Region dazu nutzen wollte, um die Akzeptanz der WAA in der Bevölkerung zu erhöhen.	89970	*	*	*	*	*	89970	*	*	
tueba-s89462-1	kaufen	Ich hab` mir ein paar Stücke gekauft, dann ist das eine Art Pflicht geworden, als die Museen sich dafür interessiert haben, dann kam die Methodik dazu, und schließlich mußten Lücken gefüllt werden- inzwischen ist daraus die größte Sammlung zeitgenössischer afrikanischer Kunst entstanden, so an die 1.000 Bilder und an die 1.000 Skulpturen, die sind zum Teil in Hamburg gelagert, zum Teil im Überseemuseum in Bremen.	77891	*	*	*	*	*	82307	*	*	
